"","web-scraper-order","web-scraper-start-url","link","link-href","Caffeine","Flavor","Description","Ingredients","item_ID","Steeping","Image-src","Price","Name","Type","ID","Category","V4","Origin","Availability","Time","Color","Link","Link-href","Benefits","Pagination","pagination"
"1","1636382256-27","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Candy Cane Crush Tea-infused Lip Butter","https://www.davidstea.com/us_en/tea/shop-all/candy-cane-crush-tea-infused-lip-butter/990720US01.html?cgid=tea-collections","null","null","Give your kisser the royal treatment with this rich, soothing lip balm, infused with our Candy Cane Crush tea. It’s got organic coconut oil, to soften, hydrate and repair the skin, plus a luscious base of organic cocoa butter, to create a protective barrier and shield you from the elements. Finally there’s a luxurious hint of almond oil – which is packed with vitamins A, B and E, plus a healthy dose of antioxidants. Now that’s something to smile about. Proudly made in Canada. 100% vegan. Not tested on animals.","*Cocos Nucifera Oil, Candelilla Cera, Candy Cane Crush tea (Camellia Sinensis, Saccharum Officinarum, Mentha Piperita, Aroma/Flavor) infused,*Prunus Amygdalus Dulcis (Sweet Almond) Oil, *Ricinus Communis (Castor) Seed Oil, *Simmondsia Chinensis (Jojoba) Seed Oil, *Olea Europaea (Olive) Fruit Oil, *Theobroma Cacao (Cocoa) Seed Butter, Tocopherol, *Aroma/Flavor.
*Certified Organic Ingredients

view more
view less","990720US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwfd28f572/productimages/990720DT01-990720US01-BI-1.jpg?sw=450&sh=450&sm=fit","$6.00","Candy Cane Crush Tea-infused Lip Butter","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","1636382493-73","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Chevron Printed Tin","https://www.davidstea.com/us_en/tea/shop-all/chevron-printed-tin/961761US01.html?cgid=tea-collections","null","null","A fun and practical way to store your loose tea. This 100 g tea tin with a snazzy chevron design was specially designed to block out light and air, so your tea stays fresher longer. Plus it’s great for organizing your cupboards or for displaying on the counter, so your favourite tea is always within reach. Limited edition.","null","961761US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw0b480293/productimages/961761DT01-961761US01-BI-1.jpg?sw=450&sh=450&sm=fit","$3.00","Chevron Printed Tin","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","1636382624-99","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Frozen Raspberry Iced Tea Pitcher Pack","https://www.davidstea.com/us_en/tea/shop-all/frozen-raspberry-iced-tea-pitcher-pack/961272US01VAR0062835.html?cgid=tea-collections","null","null","We all know raspberries taste great straight up. But have you tried them in this sweet and fruity iced tea? Game-changer. We kicked this summery caffeine-free blend up a notch with a creamy swirl of yogurt. The result? An icy treat that tastes just like a raspberry fro-yo. We won’t judge if you go back for seconds.



And in this convenient, pre-portioned loose leaf tea pitcher pack, you can brew pitcher-friendly iced tea for a crowd with no measuring required.","null","961272US01VAR0062835","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw0f6a57d8/productimages/961272DT01VAR0082338-961272US01VAR0062835-BI-1.jpg?sw=450&sh=450&sm=fit","$5.00","Frozen Raspberry Iced Tea Pitcher Pack","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1636382483-71","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Ghosts Perfect Spoon","https://www.davidstea.com/us_en/coloured-perfect-spoon-ghosts-purple/904248US01.html?dwvar_904248US01_color=Purple&cgid=tea-collections","null","null","The DAVIDsTEA Perfect Spoon is one of our very favourite products. It’s small, but has great powers. By measuring your loose leaf tea correctly, it ensures a perfect brew every time. Not too strong, not too weak. You’ll love it. Made with high-quality stainless steel, this ghostly version of our essential teaspoon with a scooper is the perfect way to add a little bling to your daily cuppa.","null","904248US01VAR0071816","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwaba80040/productimages/904248DT01VAR0094319-904248US01VAR0071816-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Ghosts Perfect Spoon","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","1636382850-142","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Maui Madness Iced Tea Pitcher Pack","https://www.davidstea.com/us_en/tea/shop-all/maui-madness-iced-tea-pitcher-pack/961563US01VAR0069203.html?cgid=tea-collections","Caffeine-free","null","We’re daydreaming about the perfect beach vacay, so we brought the beach to our teacups with this refreshing, tropical iced tea. Take in the scents and sights of a sunset with this light purple tea. Inspired by Hawaiian purple potato.
And in this convenient, pre-portioned loose leaf tea pitcher pack, you can brew iced tea for a crowd with no measuring required.","Candied pineapple (pineapple, sugar), Purple sweet potato, Apple, Orange peel, Natural pineapple flavouring, Kiwi, Marigold flowers, Natural flavouring with stevia extract, Natural exotic flavouring.

view more
view less","961563US01VAR0069203","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw9d3204da/productimages/961563DT01VAR0090722-961563US01VAR0069203-BI-1.jpg?sw=450&sh=450&sm=fit","$5.00","Maui Madness Iced Tea Pitcher Pack","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","1636382310-38","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Headache Halo SOS Headache Capsule","https://www.davidstea.com/us_en/tea/shop-all/headache-halo-sos-headache-capsule/961278US01.html?cgid=tea-collections","Caffeine-free","null","Help calm a headache the natural way. This heavenly caffeine-free rooibos features soothing willow bark, comforting passionflower, cooling nana mint and relaxing lavender. The result? A smooth, fresh and creamy infusion designed to help melt away tension and ease the mind – morning, noon and night.



This loose leaf tea comes packed in a small, travel-friendly capsule tin so you can take your favourite wellness tea with you wherever you go.","Rooibos, Nana mint, Lemongrass, Willow bark, Nettle leaves, Lavender, Passionflower, Vervain leaves, Rose petals, Mallow blossoms.","961278US01","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw4e824d58/productimages/961278DT01-961278US01-BI-1.jpg?sw=450&sh=450&sm=fit","$6.00","Headache Halo SOS Headache Capsule","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","1636382395-53","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Aerolatte Wood Matcha Frother","https://www.davidstea.com/us_en/handheld-matcha-frother-aerolatte/902705US01.html?dwvar_902705US01_color=SP19Wood&cgid=tea-collections","null","null","Get your matcha on with this specially designed bamboo-print frother. With its matcha-specific motor and green tea-friendly nylon head, it lets you whip up rich and frothy matchas in no time flat. What’s more, this little beauty also works wonders on hot or cold milk so you can make delicious green tea lattes. With its battery-powered, cordless operation, you can bring it everywhere you go. Includes two AA batteries.","null","902705US01VAR0050897","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw37b32e57/productimages/902705DT01VAR0065585-902705US01VAR0050897-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Aerolatte Wood Matcha Frother","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","1636382356-46","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Corgi Infuser with Saucer","https://www.davidstea.com/us_en/novelty-infuser-corgi/904321US01.html?dwvar_904321US01_color=Navy&cgid=tea-collections","null","null","Add some fun to your daily cuppa with this cute Corgi-shaped tea infuser with matching saucer. But we love it for more than its looks – it also makes an exceptionally tasty cup of tea. The stainless steel infuser is super-finely perforated, so it won’t let even the smallest leaf through. And the silicone topper is hollowed out, so your tea has extra room to expand. The perfect gift for any tea lover.","null","904321US01VAR0067947","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw723b0ca6/productimages/904321DT01VAR0089158-904321US01VAR0067947-BI-1.jpg?sw=450&sh=450&sm=fit","$15.00","Corgi Infuser with Saucer","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1636382095-2","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Cold Survival Kit","https://www.davidstea.com/us_en/tea/shop-all/cold-survival-kit/961384US01.html?cgid=tea-collections","null","null","Let’s be real – being sick sucks. But with teas and infusions packed with nature’s most comforting, throat-soothing, immune-boosting ingredients, relief is just a cup away. Includes: Organic Cold 911, Echinacea Shield, Headache Halo, Valerian Nights & Organic Throat Rescue.","Cold 911 (Organic):  Organic peppermint, Organic apple, Organic eucalyptus, Organic juniper berries, Organic orange oil, Natural flavouring, Natural peppermint oil. 
Echinacea Shield:  Green tea, Rosehips, Candied pineapple (pineapple, sugar), Elderberries, Natural (mango, berry) flavouring, Sage leaves, Goji berries, Echinacea, Raspberries, Ginseng. 
Headache Halo:  Rooibos, Nana mint, Lemongrass, Willow bark, Nettle leaves, Lavender, Passionflower, Vervain leaves, Rose petals, Mallow blossoms. 
Throat Rescue (Organic):  Organic licorice root, Organic fennel, Organic nana mint, Organic anise, Organic ginger, Organic peppermint, Organic nettle leaves, Organic black pepper, Organic cinnamon, Organic cardamom, Organic cloves, Organic marigold blossoms, Organic cornflower blossoms. 
Valerian Nights:  Apple, Roasted coconut, Rooibos, Chamomile, Caramel pieces (sugar, glucose syrup), Sweet blackberry leaves, Natural coconut flavouring, Valerian root, Natural (caramel, sweet blackberry leaf) flavouring. 


view more
view less","961384US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwaeeb5798/productimages/961384DT01-961384US01-BI-1.jpg?sw=450&sh=450&sm=fit","$19.00","Cold Survival Kit","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","1636382468-68","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Skulls Perfect Infuser","https://www.davidstea.com/us_en/perfect-infuser-skulls-cutout-chrome-black/904286US01.html?dwvar_904286US01_color=Black&cgid=tea-collections","null","null","The perfect one-cup tea infuser. Made of durable stainless steel with a curvy shape that fits into almost any mug, the luxe version of our DAVIDsTEA Perfect Infuser was specially designed to keep small tea leaves in place, while allowing larger teas plenty of room to expand. The result? A deliciously full-flavoured cup, every time.","null","904286US01VAR0066646","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw6b1703e6/productimages/904286DT01VAR0087200-904286US01VAR0066646-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Skulls Perfect Infuser","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","1636382644-103","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Hibiscus Splash – Limited Edition printed tin","https://www.davidstea.com/us_en/tea/shop-all/hibiscus-splash-%E2%80%93-limited-edition-printed-tin/961306US01VAR0063918.html?cgid=tea-collections","Caffeine-free","null","Thirsty for something super refreshing? Dive into this fruity all-natural blend. With sweet pineapple, tangy hibiscus and tart cranberries, it’s a delicious caffeine-free infusion that tastes amazing both hot and iced. Kids go crazy for its cherry-packed tropical punch flavour – but then again, so do we. Taste it yourself and find out why it’s one of our most popular blends.



This loose leaf tea is packed in a giftable tin.","Apple pieces, Candied pineapple (pineapple, sugar), Hibiscus blossoms, Natural (cherry, berry) flavouring, Fig pieces (fig, rice flour), Rose pepper, Cranberries, Cornflower blossoms, Stevia extract.

view more
view less","961306US01VAR0063918","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw962caf0f/productimages/961306DT01VAR0083582-961306US01VAR0063918-BI-1.jpg?sw=450&sh=450&sm=fit","$19.00","Hibiscus Splash – Limited Edition printed tin","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","1636382222-20","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Coco Mango Chai Tea-infused Lip Butter","https://www.davidstea.com/us_en/tea/shop-all/coco-mango-chai-tea-infused-lip-butter/990983US01.html?cgid=tea-collections","null","null","For the perfect pucker. This soothing vegan lip balm is made with organic coconut oil to soften and hydrate the skin, and infused with our fruity Coco Mango Chai tea. With its luscious base of organic cocoa butter to protect and shield you from the elements, and a hint of antioxidant-rich almond oil, this Canadian-made lip butter with globally sourced ingredients is the perfect way to protect your lips. Not tested on animals.","null","990983US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwe66ad81d/productimages/990983DT01-990983US01-BI-1.jpg?sw=450&sh=450&sm=fit","$6.00","Coco Mango Chai Tea-infused Lip Butter","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","1636382232-22","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Playa Peach tea-infused Lip Butter","https://www.davidstea.com/us_en/tea/shop-all/playa-peach-tea-infused-lip-butter/991015US01.html?cgid=tea-collections","null","null","For the perfect pucker. This soothing vegan lip balm is made with organic coconut oil to soften and hydrate the skin, and infused with our fruity Playa Peach tea. With its luscious base of organic cocoa butter to protect and shield you from the elements, and a hint of antioxidant-rich almond oil, this Canadian-made lip butter with globally sourced ingredients is the perfect way to protect your lips. Not tested on animals.","null","991015US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw3886d355/productimages/991015DT01-991015US01-BI-1.jpg?sw=450&sh=450&sm=fit","$6.00","Playa Peach tea-infused Lip Butter","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1636382729-118","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Cold 911 Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/organic-cold-911-iconic-tin/961015US01VAR0056871.html?cgid=tea-collections","Caffeine-free","null","The cold solution you need. Our comforting organic herbal tea features a throat-calming base of peppermint, with soothing eucalyptus leaves, a hint of citrus and potent little juniper berries. Even when inhaling the steam, you’ll instantly feel the enhanced cooling effects. Make sure to keep this caffeine-free blend on-hand before cold season hits.
This loose leaf tea is packed in a giftable tin.","Organic peppermint, Organic apple, Organic eucalyptus, Organic juniper berries, Organic orange oil, Natural flavouring, Natural peppermint oil.","961015US01VAR0056871","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dwbae9cfab/productimages/960484DT01-960484US01-BI-1.jpg?sw=450&sh=450&sm=fit","$12.00","Organic Cold 911 Iconic Tin","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1636382316-39","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Mother’s Little Helper Sleep & Relax Capsule","https://www.davidstea.com/us_en/tea/shop-all/organic-mother%E2%80%99s-little-helper-sleep-and-relax-capsule/961322US01.html?cgid=tea-collections","Caffeine-free","null","Need to relax? Release stress and anxiety the natural way with this organic herbal tea. It’s got valerian (aka “nature’s Valium”) to take the edge off your 24/7 reality. Plus soothing chamomile, peppermint and lemongrass for an added dose of tranquility. And pretty blue cornflowers just to make you happy. One sip of this caffeine-free tisane and you’ll feel like you’ve spent the day at a spa.



This loose leaf tea comes packed in a small, travel-friendly capsule tin so you can take your favourite wellness tea with you wherever you go.","Organic peppermint, Organic lemongrass, Organic hibiscus*, Organic rosehips, Organic chamomile, Organic valerian root, Cornflowers, Natural peppermint flavouring.","961322US01","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwe759088f/productimages/961322DT01-961322US01-BI-1.jpg?sw=450&sh=450&sm=fit","$6.00","Organic Mother’s Little Helper Sleep & Relax Capsule","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","1636382552-85","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Pomegrateful Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/pomegrateful-iconic-tin/961028US01VAR0057010.html?cgid=tea-collections","Low Caffeine","null","What are we grateful for? Let’s start with this purifying tea made with juicy pomegranates. Not only is it amazing hot or iced, it's also uber healthy. Made with antioxidant-packed white tea, nutrient-rich pomegranates and hydrating hibiscus blossoms, it’s a fruity blend that basically breathes wellbeing. Take one sip and count your blessings – life’s a pretty sweet fruit.
This loose leaf tea is packed in a giftable tin.","Apple (apple, citric acid), Pineapple (pineapple, sugar), Hibiscus blossoms, White tea, Natural (pomegranate, cream) flavouring, Pomegranate seeds and blossoms,  Rose petals, Stevia extract.

view more
view less","961028US01VAR0057010","Steep for 3-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw168cfef1/productimages/961028DT01VAR0074283-961028US01VAR0057010-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","Pomegrateful Iconic Tin","White Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","1636382411-56","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Lemon David's Tea Filters Pack of 200","https://www.davidstea.com/us_en/tea/shop-all/lemon-david-s-tea-filters-pack-of-200/904416US01.html?cgid=tea-collections","null","null","These ingenious tea filters are the best thing to happen to tea since the invention of the kettle. Just scoop in your tea, pull the drawstring tight and add water. It’ll keep the tea in the filter, the water in your cup, and the smile on your face. No fuss, no muss. Plus they’re biodegradable and chlorine-free, and they come in a 100% recycled paper box - so the planet stays happy, too. Designed in-house and exclusive to DAVIDsTEA.","null","904416US01","3. Place in mug, add hot water and steep. Enjoy!","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw21450502/productimages/904416DT01-904416US01-BI-1.jpg?sw=450&sh=450&sm=fit","$15.00","Lemon David's Tea Filters Pack of 200","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","1636382227-21","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Vanilla Agave Squeeze Bottle","https://www.davidstea.com/us_en/tea/shop-all/organic-vanilla-agave-squeeze-bottle/990993US01VAR0058130.html?cgid=tea-collections","null","null","Agave syrup is a deliciously all-natural sweetener made from the juice of the agave plant. It quickly dissolves in hot or iced tea, never crystallizes and lasts for ages at room temperature. Ours is certified organic with a creamy hint of vanilla, so you can use it to sweeten your cocktails, desserts and more. Use it sparingly because it’s even sweeter and tastier than sugar.","Organic Agave syrup. With natural vanilla flavour.","990993US01VAR0058130","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwd13cf293/productimages/990993DT01VAR0076531-990993US01VAR0058130-BI-1.jpg?sw=450&sh=450&sm=fit","$12.00","Organic Vanilla Agave Squeeze Bottle","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","1636382855-143","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Mojito Matcha Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/mojito-matcha-iconic-tin/961604US01.html?cgid=tea-collections","Medium Caffeine","null","Wild mint meets notes of freshly squeezed lime in this strong yet refreshing flavoured Mojito Matcha.
This matcha green tea is packed in a giftable tin.","Cane sugar, Matcha green tea, Natural Mojito flavouring.","961604US01","Whisk until frothy","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwafc243e4/productimages/961604DT01VAR0091599-961604US01VAR0072463-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Mojito Matcha Iconic Tin","Matcha Drink Mix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1636382588-92","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Pomegrateful – Limited Edition printed tin","https://www.davidstea.com/us_en/tea/shop-all/pomegrateful-%E2%80%93-limited-edition-printed-tin/961316US01VAR0063927.html?cgid=tea-collections","Low Caffeine","null","What are we grateful for? Let’s start with this purifying tea made with juicy pomegranates. Not only is it amazing hot or iced, it's also uber healthy. Made with antioxidant-packed white tea, nutrient-rich pomegranates and hydrating hibiscus blossoms, it’s a fruity blend that basically breathes wellbeing. Take one sip and count your blessings – life’s a pretty sweet fruit.



This loose leaf tea is packed in a giftable tin.","Apple (apple, citric acid), Pineapple (pineapple, sugar), Hibiscus blossoms, White tea, Natural (pomegranate, cream) flavouring, Pomegranate seeds and blossoms,  Rose petals, Stevia extract.

view more
view less","961316US01VAR0063927","Steep for 3-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa1293b45/productimages/961316DT01VAR0083611-961316US01VAR0063927-BI-1.jpg?sw=450&sh=450&sm=fit","$19.00","Pomegrateful – Limited Edition printed tin","White Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1636382751-122","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Vanilla Matcha Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/vanilla-matcha-iconic-tin/961168US01VAR0059317.html?cgid=tea-collections","Medium Caffeine","null","This all-natural blend of vanilla, matcha green tea powder and sweet coconut nectar is the easiest way to get your matcha fix. All you have to do is decide whether you’d rather start your day with a Vanilla Matcha latte, a green smoothie or some next-level oatmeal. The good news? No need to decide between flavour, energy and antioxidants – this tea’s got ‘em all.
This matcha green tea powder comes packed in a giftable tin.","Coconut nectar, Matcha green tea, Natural vanilla flavouring.","961168US01VAR0059317","Whisk until frothy","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw0a338f17/productimages/961168DT01VAR0076910-961168US01VAR0059317-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Vanilla Matcha Iconic Tin","Matcha Drink Mix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","1636382682-109","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Japanese Sencha Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/organic-japanese-sencha-iconic-tin/960650US01.html?cgid=tea-collections","High Caffeine","null","Sencha green tea is Japan's most popular drink. It's not hard to see why – steamed sencha tastes rich, refreshing and smooth. What's not to love? Sip on this energizing and detoxifying organic green tea hot or iced, any time of the day. Whether you love it for its antioxidants or just plain love it, our organic Japanese Sencha has your back.



This loose leaf tea is packed in a giftable tin.","Organic steamed green tea from Mount Fuji, Japan.","960650US01","Steep for 1-2 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dwda17dbdb/productimages/960650DT01-960650US01-BI-1.jpg?sw=450&sh=450&sm=fit","$19.00","Organic Japanese Sencha Iconic Tin","Green Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","1636382687-110","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic David's Breakfast Blend Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/organic-david-s-breakfast-blend-iconic-tin/960651US01.html?cgid=tea-collections","High Caffeine","null","What if your morning had a bold beginning? We’ve carefully chosen our favourite organic Assam and Ceylon black teas and found the perfect balance of full-bodied flavours and subtle sweetness. It’s the kind of tea that puts you in a great mood, inspires harmonious relationships and makes you outrageously productive. We suggest it with a splash of milk. Is there a better way to start your day?



This loose leaf tea is packed in a giftable tin.","Organic black tea from Assam, India and Ceylon, Sri Lanka.","960651US01","Steep for 3-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dw0a6ef9ba/productimages/960651DT01-960651US01-BI-1.jpg?sw=450&sh=450&sm=fit","$16.00","Organic David's Breakfast Blend Iconic Tin","Black Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","1636383009-174","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Lemon Cayenne Cleanse Sachets Pack of 25","https://www.davidstea.com/us_en/tea/shop-all/lemon-cayenne-cleanse-sachets-pack-of-25/961453US01VAR0066856.html?cgid=tea-collections","Low Caffeine","null","With tart lemon and a hint of cayenne pepper, this detoxifying white tea blend is the master of all cleansing teas. It’s got a bright citrusy kick that’ll leave you feeling fresh, revitalized and ready to seize the day. Plus a subtle warmth and spiciness to get your senses tingling. We love to sip it first thing in the morning – especially after a wild night of overindulging.
 Contains 25 ready-to-steep sachets – the easiest and quickest way to make a cup of tea when you’re in a hurry.","Apple (apple, citric acid), White tea, Lemon peel, Carrot, Rosehip peel, Lime pieces, Natural lemon flavouring, Chili peppers, Sunflower blossoms.","961453US01VAR0066856","Steep for 3-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwc24c31fd/productimages/961453DT01VAR0087466-961453US01VAR0066856-BI-1.jpg?sw=450&sh=450&sm=fit","$20.00","Lemon Cayenne Cleanse Sachets Pack of 25","White Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1636382435-61","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Mushroom David's Tea Filters Pack of 100","https://www.davidstea.com/us_en/tea/shop-all/mushroom-david-s-tea-filters-pack-of-100/904518US01.html?cgid=tea-collections","null","null","These ingenious tea filters are the best thing to happen to tea since the invention of the kettle. Just scoop in your tea, pull the drawstring tight and add water. It’ll keep the tea in the filter, the water in your cup, and the smile on your face. No fuss, no muss. Plus they’re biodegradable and chlorine-free, and they come in a 100% recycled paper box - so the planet stays happy, too. Designed in-house and exclusive to DAVIDsTEA.","null","904518US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw2a44bc10/productimages/904518DT01-904518US01-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Mushroom David's Tea Filters Pack of 100","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","1636382593-93","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Mother’s Little Helper Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/organic-mother%E2%80%99s-little-helper-iconic-tin/960489US01.html?cgid=tea-collections","Caffeine-free","null","Need to relax? Release stress and anxiety the natural way with this organic herbal tea. It’s got valerian (aka “nature’s Valium”) to take the edge off your 24/7 reality. Plus soothing chamomile, peppermint and lemongrass for an added dose of tranquility. And pretty blue cornflowers just to make you happy. One sip of this caffeine-free tisane and you’ll feel like you’ve spent the day at a spa.


This loose leaf tea is packed in a giftable tin.","Organic peppermint, Organic lemongrass, Organic hibiscus*, Organic rosehips, Organic chamomile, Organic valerian root, Cornflowers, Natural peppermint flavouring.","960489US01","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dw14559a34/productimages/960489DT01-960489US01-BI-1.jpg?sw=450&sh=450&sm=fit","$12.00","Organic Mother’s Little Helper Iconic Tin","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
