"","web-scraper-order","web-scraper-start-url","link","link-href","Caffeine","Flavor","Description","Ingredients","item_ID","Steeping","Image-src","Price","Name","Type","ID","Category","V4","Origin","Availability","Time","Color","Link","Link-href","Benefits","Pagination","pagination"
"630","1636391182-443","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","null","null","null",NA,"null","null","$0.00","Hong Yun #21-GD21","",NA,NA,NA,"Mingjian Village, Taiwan",NA,NA,NA,"Hong Yun #21-GD21","https://rishi-tea.com/hong-yun-11-21-gd21-hyun2150--rp?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"631","1636391143-431","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Rare cultivar black tea offering a stimulating energy with aromas of white grape skin and wild rose and lingering hints of violet","Origin: Wa Shan, Cangyuan County, Yunnan Province, China
Cultivar: 紫娟 Zi Juan “Purple Beauty”
Elevation: 1,850m
Harvest Date: March 27- April 11th, 2021

Yunnan Purple Buds is a black tea made from a rare purple leaf tea cultivar called Zi Juan, or """"Purple Beauty."""" Zi Juan produces beautiful reddish-purple leaves that are high in anthocyanins, a family of red and blue antioxidants found in fruits like blueberries, blackcurrants, Concord grapes, and bilberries. In recent years, Zi Juan has become a popular tea in China as a unique source for these healthful pigments. Yunnan Purple Buds is grown in a biodiverse and exceptionally well-managed organic tea garden in Wa Shan, a lush mountainous region of southwestern Yunnan named after the Wa ethnic minority group who calls it home.","Organic black tea",NA,"null","/product/image/medium/oypb100-rp_yunnanpurplebuds-looseleaftea-sana.jpg","$28.00","Yunnan Purple Buds","Organic Garden Direct Black Tea",NA,NA,NA,"Wa Shan, Cangyuan county, Yunnan province, China",NA,NA,NA,"Yunnan Purple Buds","https://rishi-tea.com/yunnan-purple-buds-2021?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"632","1636391140-430","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Robust body that is bold but smooth with a sweet peppery note and slight aroma of wintergreen","Origin: Wa Shan, Cangyuan county, Yunnan province, China
Cultivar:  Zi Juan 紫娟 “Purple Beauty”
Elevation: 1,850m
Harvest: April 1-15, 2021

Yunnan Sun-dried Purple Tea was made from a rare purple leaf tea cultivar called Zi Juan, or """"Purple Beauty."""" This microlot was processed like shaiqing—the base of all Pu’er teas. Zi Juan is typically used as a black tea cultivar and produces beautiful reddish-purple leaves that are high in anthocyanins, a family of red and blue hued polyphenols found in fruits like blueberries, blackcurrants, Concord grapes and bilberries. In recent years, Zi Juan has risen in popularity in China as a unique source for these healthful pigments. Our 2021 selection of this special sun-dried lot uses traditional methods which harness the energy of the sun during processing and has a robust body that is bold but smooth with a sweet peppery note and slight aroma of wintergreen, grapes and hops.","Organic sun-dried black tea",NA,"null","/product/image/medium/osdp100-rp_yunnansundriedpurpletea-looseleaf-sana.png","$28.00","Yunnan Sun-dried Purple Tea","Garden Direct Organic Black Tea",NA,NA,NA,"Wa Shan, Cangyuan county, Yunnan province, China",NA,NA,NA,"Yunnan Sun-dried Purple Tea","https://rishi-tea.com/loose-leaf-tea-and-botanicals/yunnan-sun-dried-purple-tea?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"633","1636391168-439","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Brisk and malty black tea with lofty rose notes","Luxuriate in the aromas of rose in this premium black tea offering. Our top grade of Yunnan Dianhong black tea is scented with red roses in Yunnan featuring an addition of Moroccan rose petals, blended in-house. The black tea is masterfully processed to achieve a rich auburn color flecked with golden buds, highlighted by the pinkish-red hued petals. The elegant tannin structure of the tea is further uplifted with the intoxicating scent of rose.  
 
Morocco is renowned throughout the world as one of the premiere origins of roses, while Yunnan China, is heralded as the birthplace of tea. This propriety blend is delightful when served straight and divine with milk and sugar or prepared as a milk tea. The combination delivers a sumptuous cup, perfect to gift to a loved one or to yourself.","Organic black tea, organic rose petals",NA,"null","/product/image/medium/rbtbl100-rp_roseredtea-looseleaf-sana%20%281%29.jpg","$36.00","Rose-scented Dianhong Black Tea","Garden Direct Black Tea",NA,NA,NA,"Wa Shan, Cangyuan county, Yunnan province, China",NA,NA,NA,"Rose-scented Dianhong Black Tea","https://rishi-tea.com/garden-direct-seasonal-tea/rose-scented-dianhong-black-tea?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"634","1636391190-446","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Malty and rich with a mellow,  jammy sweetness and subtle  accents of plum and raisin","Our finest grade of Dianhong black tea, harvested from Mengku heirloom varietal tea trees in China's southwestern Yunnan Province, the birthplace of tea. Masterfully oxidized into an auburn color flecked with golden buds, this black tea has an impressive strength, density and refined finish. Golden Yunnan has a richly textured infusion that offers hints of peppery spice, notes of chocolate and sweet lychee with a deep malty finish. This top-shelf black tea is delightful when served straight, and divine with milk and sugar.","Organic black tea",NA,"4 minutes","/product/image/medium/oagy-sana_golden-yunnan-organic-loose-leaf-black-tea.jpg","$15.00","Golden Yunnan","Organic Dianhong Black Tea",NA,NA,NA,"Yunnan, China",NA,NA,NA,"Golden Yunnan","https://rishi-tea.com/black-tea-organic-loose-leaf/golden-yunnan?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"635","1636391226-458","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","A full-bodied and smooth  breakfast blend with hints of  sweet caramel and spice","Our signature breakfast tea is a tippy Dian Hong growing between 1,600 - 1,800 meters in elevation at the densely forested Wa Shan Ecological Tea Garden in Yunnan. China Breakfast is beloved for its mellow character and hints of sweet caramel and raisin. Milder than English Breakfast, this tea presents a deep red infusion that is smooth enough to enjoy on its own or exquisite with milk and honey.","Organic black tea",NA,"4 minutes","/product/image/medium/ocb-sana_china-breakfast-organic-loose-leaf-black-tea.jpg","$35.00","China Breakfast","Organic Black Tea",NA,NA,NA,"Yunnan, China",NA,NA,NA,"China Breakfast","https://rishi-tea.com/black-tea-organic-loose-leaf/china-breakfast?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"636","1636391205-451","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Smooth and lively with the unique citrusy, floral aroma of bergamot oranges","A British tea classic, Earl Grey is the most widely enjoyed black tea blend in the world. Earl Grey dates back to the nineteenth century tea trade when Charles Grey, the 2nd Earl Grey, was presented with a gift of Taitaicha—tea scented with citrus blossoms—during his travels in Canton. After Grey returned home, his namesake tea became wildly popular when the tea salons of Europe infused black teas with the essence of the bergamot citrus fruit that grows in Reggio Di' Calabria, Italy. Our organic Earl Grey combines robust and fruity Thai black tea with mellow, caramel sweet Yunnan Dian Hong. This original blend perfectly complements the floral high notes of geranium and rose found in our first-pressing bergamot essential oil.

On the go? Check out our Earl Grey Tea Bags.","Organic black tea, essential bergamot oil",NA,"4 minutes","/product/image/medium/oeg-sana_earl-grey-organic-15-tea-bag-black-tea-blend.jpg","$39.00","Earl Grey","Organic Black Tea Blend",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Earl Grey","https://rishi-tea.com/black-tea-organic-loose-leaf/earl-grey?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"637","1636391197-448","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Lively, robust red cup with a brisk flavor and notes of dates and raisins.","Our English Breakfast highlights teas from Southeast Asia to produce Rishi's signature profile blend. The origins will vary from time to time, but the blend is always honed to brew consistently. Currently, the origins are Yunnan, Myanmar and Assam.

Our English Breakfast has a rich red infusion color that is malty and robust with sweet, chocolatey undertones and a brisk body that can stand up to milk and sugar. By comparison, our China Breakfast is intended to be more mellow, caramel-sweet and is designed to be smooth enough to drink straight up without milk and sugar.

On the go? Check out our English Breakfast Tea Bags.","Organic black tea",NA,"4 minutes","/product/image/medium/oeb-sana_english-breakfast-organic-loose-leaf-black-tea.jpg","$35.00","English Breakfast","Organic Black Tea",NA,NA,NA,"South and Southeast Asia",NA,NA,NA,"English Breakfast","https://rishi-tea.com/black-tea-organic-loose-leaf/english-breakfast?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"638","1636391214-454","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","classic Muscatel, magnolia, wintergreen, Natal plum flowers and honey wine","Origin: Pussimbing Garden, Darjeeling, India
Cultivar: Original China Bush
Elevation: 1300-1800m
Harvest: March 24, 2021

Set high in the Himalayas, Darjeeling is cherished by connoisseurs for yielding teas of extraordinary aromatic depth. The Pussimbing Garden is organic certified and features beautiful natural flora in addition to the cultivated tea plants. The name Pussimbing translates as “full of natural streams,” and the garden certainly lives up to its name. The garden sits at a lofty elevation and frequently misted in fog, which contributes to its highly aromatic teas. The eagerly anticipated First Flush harvest in March-April produces teas with a brilliant golden infusion that captures the essence of spring. This lot from the high altitude, 120-year-old Pussimbing Garden is extraordinary with flavors of classic Muscatel, magnolia, wintergreen, natal plum flowers and honey wine. This is an amazing and classic Darjeeling offering.","Organic black tea",NA,"null","/product/image/medium/opssffdj521100-rp_darjeelingfirstflushpussimbingdj5-looseleaf-sana.png","$38.00","Darjeeling First Flush Pussimbing DJ5","Garden Direct Organic Black Tea",NA,NA,NA,"Pussimbing Garden, Darjeeling, India",NA,NA,NA,"Darjeeling First Flush Pussimbing DJ5","https://rishi-tea.com/garden-direct-seasonal-tea/pussimbing-darjeeling-first-flush-dj5?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"639","1636391148-433","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Caramelized brown sugar, sansho leaf, black date, plum, chocolate, leather","Origin: Wa Shan, Cangyuan county, Yunnan province, China
Cultivar: Mengku Da Ye Yunnan broad leaf
Elevation: 1600m-1820m
Harvest: March 20 – April 10, 2021

Our selection of Golden Buds feature single-bud plucks from the Mengku Da Ye Broad Leaf tea variety of Yunnan and is expertly oxidized according to wrapped-pile oxidation tactics developed in the 1950’s. This is an amazing quality of premium black tea with a unique flavor performance and pristine appearance. Yunnan Dian Hong Golden Buds is an excellent tea for brewing in the Gongfu style, using a Gaiwan to capture and savor the lingering, caramelized sweetness that this tea has to offer.

Yunnan Dian Hong Golden Buds is grown in a biodiverse and exceptionally well-managed organic tea garden in Wa Shan, a lush mountainous region of southwestern Yunnan named after the Wa ethnic minority group who calls it home.","Organic black tea",NA,"null","/product/image/medium/oygb100-rp_yunnandianhonggoldenbuds-looseleaftea-sana.jpg","$26.00","Yunnan Dian Hong Golden Buds","Garden Direct Organic Black Tea",NA,NA,NA,"Wa Shan, Cangyuan county, Yunnan province, China",NA,NA,NA,"Yunnan Dian Hong Golden Buds","https://rishi-tea.com/garden-direct-seasonal-tea/yunnan-dian-hong-golden-buds-2021?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"640","1636391202-450","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Enchanting lavender perfectly  complements the floral aromas  and citrus notes of Earl Grey","Earl Grey Lavender combines the enchanting fragrance of organic lavender blossoms with the stimulating citrusy scent of bergamot pressed from real fruit and flowers. With its soothing perfume and smooth taste, this exquisite blend makes a perfect pairing with freshly baked scones or cakes for an authentic afternoon tea.","Organic black tea, organic lavender flowers, essential bergamot oil, natural lavender extract",NA,"4 minutes","/product/image/medium/oegl-sana_earl-grey-lavender-organic-loose-leaf-black-tea-blend.jpg","$39.00","Earl Grey Lavender","Organic Black Tea Blend",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Earl Grey Lavender","https://rishi-tea.com/black-tea-organic-loose-leaf/earl-grey-lavender?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"641","1636391175-441","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Refreshing citrus and zesty spicy ginger with tropical hints of juicy mango and turmeric.","Lemon Ginger combines a bold and caramel-sweet black tea with zesty spicy ginger, pungent turmeric, juicy mango and a burst of stimulating lemon. The balancing energy of these botanicals makes Lemon Ginger a perfect traveler's tea.","Organic ginger root, organic black tea, organic lemon peel, organic mango, organic turmeric root, organic licorice root, organic lemongrass, essential lemon, lime and ginger oils",NA,"4 minutes","/product/image/medium/olg-sana_lemon-ginger-organic-loose-leaf-black-tea-blend.jpg","$65.00","Lemon Ginger","Organic Black Tea Blend",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Lemon Ginger","https://rishi-tea.com/black-tea-organic-loose-leaf/lemon-ginger?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"642","1636391179-442","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Luxardo cherry, aged tawny port, and pine resin.","Origin: Mingjian Village, Taiwan
Cultivar: TTES #21 """"Hong Yun"""" (Indian Assam x Keemun)
Elevation: 500m
Harvest: September 10, 2021

The Hong Cha grown in the Mingjian Village are supremely special black teas. Grown from cultivars catalogued in the Taiwan Tea Research and Extension Station registry by the Taiwanese government, these teas are truly notable and famous for their distinct characteristics. Hong Yun 21 is a unique tea cultivar grown in Taiwan to produce high-end black teas of exceptional aromatic complexity and rich mouthfeel. Hong Yun #21 紅韻translates to “red charm,” which refers to its vibrant red color and the pleasing effect of its elegantly brisk structure. It is a cross-breed of Keemun (Original Qi Men small-leaf tea from Anhui) and Indian Kyang variety registered in 2008.","null",NA,"null","/product/image/medium/hy2150-rp_1085-hong-yun-21-sana.jpg","$25.00","Hong Yun #21","Garden Direct Black Tea",NA,NA,NA,"Nantou, Taiwan",NA,NA,NA,"Hong Yun #21","https://rishi-tea.com/garden-direct-seasonal-tea/hong-yun-21-2021?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"643","1636391200-449","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Rich, smooth black tea with the lofty floral and citrusy high notes of Italian bergamot.","A special reserve for Earl Grey lovers, we infuse our top grades of Yunnan Dianhong black tea with the essential oil pressed from real bergamot citrus fruits grown in Calabria, Italy to yield our Earl Grey Supreme blend. We select only bergamot oil made during the first pressing of the year, around November-December, which has the most fragrant perfume and floral aromatic complexity.","Organic black tea, essential bergamot oil",NA,"4 minutes","/product/image/medium/oegs-sana_earl-grey-supreme-organic-loose-leaf-black-tea-blend.jpg","$45.00","Earl Grey Supreme","Organic Black Tea Blend",NA,NA,NA,"South and Southeast Asia",NA,NA,NA,"Earl Grey Supreme","https://rishi-tea.com/black-tea-organic-loose-leaf/earl-grey-supreme?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"644","1636391145-432","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Exotic black tea with a lush aromatic bouquet of wild rose and lychee","Origin: Wa Shan, Cangyuan County, Yunnan Province, China
Cultivar:  金萱 Jin Xuan """"Golden Lily""""
Elevation: 1,850m
Harvest Date: March 27- April 11th, 2021

Yunnan Lily Black highlights the unforgettable aromas of the Jin Xuan """"Golden Lily"""" tea plant cultivar. Jin Xuan was originally developed in Taiwan, where it is processed into a greenish-golden ball-rolled oolong that is often marketed as “Milk Oolong” for its subtly sweet, milky aroma. The Jin Xuan cultivar yields spectacular aromas of East Asian wild rose and lychee fruit when processed into black tea. Yunnan Lily Black is grown in a biodiverse and exceptionally well-managed organic tea garden in Wa Shan, a lush mountainous region of southwestern Yunnan named after the Wa ethnic minority group who calls it home. Yunnan Lily Black is an excellent tea for brewing in the Gongfu Cha style, using a Gaiwan to capture and savor the persistent, lingering rosy aroma that this tea has to offer.","Organic black tea",NA,"null","/product/image/medium/ojxsp100-rp_yunnanlilyblack-looseleaftea-sana.jpg","$28.00","Yunnan Lily Black","Garden Direct Organic Black Tea",NA,NA,NA,"Wa Shan, Cangyuan county, Yunnan province, China",NA,NA,NA,"Yunnan Lily Black","https://rishi-tea.com/yunnan-lily-black-2021?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"645","1636391171-440","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","A robust, full-bodied black  tea blended with aromatic  traditional Indian masala spices","Literally """"mixed spiced tea,"""" Masala Chai is a classic style of black tea blended with traditional spices native to South and Southeast Asia. The tea base consists of a robust and malty Assam balanced with our new, lively Orange Pekoe from northern Thailand. Our recipe is unapologetically spicy yet balanced, highlighting aromatic Guatemalan cardamom, hot and citrusy ginger and sweet cinnamon, with accents of pungent cracked black pepper and fragrant cloves. Designed to be brewed both straight up and via stovetop simmered the traditional way in water and milk often with a touch of sweetness.

On the go? Check out our Masala Chai Tea Bags.","organic black tea, organic cinnamon, organic cardamom, organic ginger root, organic black pepper, organic clove",NA,"5 minutes","/product/image/medium/omc-sana_omc-qp.jpg","$13.00","Masala Chai","Organic Black Tea Blend",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Masala Chai","https://rishi-tea.com/black-tea-organic-loose-leaf/masala-chai-loose-leaf?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"646","1636391208-452","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","luscious peach, floral","Origin: Chamong Garden, Darjeeling, India
Cultivar: Ambari Vegetative 2 & China variety
Elevation: 1372m
Harvest: June 6, 2021

Set high in the Himalayas, Darjeeling is cherished by connoisseurs for yielding teas of extraordinary aromatic depth. Many of the gardens from which we source our teas were founded in the 19th century. While cultivar selection is a factor, the real complexity of Darjeeling teas is to be explored in the diversity of terrain in the gardens. The range in elevation, the pitch of the slope and the amount of sun exposure lead to distinctive differences in character. Each garden has a signature aroma profile. While the first flush produces greenish-golden teas with a tight structure and floral bouquet, the second flush is treasured for more ripened notes of fruits and features a lovely orange-red infusion. The dried leaves feature both chunky tips and buds. In this lot from the Chamong Garden in the Rungbong Valley, we taste luscious peach and floral notes.","Organic black tea",NA,"null","/product/image/medium/ocsfdj7021100-rp_darjeelingsecondflushchamongdj70_looseleaf_sana.png","$40.00","Darjeeling Second Flush Chamong DJ70","Garden Direct Organic Black Tea",NA,NA,NA,"Chamong Garden, Darjeeling, India",NA,NA,NA,"Darjeeling Second Flush Chamong DJ70","https://rishi-tea.com/garden-direct-seasonal-tea/darjeeling-second-flush-chamong-dj70-2021?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"647","1636391220-456","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","orchid, lilac and Concord grape","Origin: Lingia Garden, Darjeeling, India
Cultivar: Original China Bush
Elevation: 1,250m
Harvest: March 24, 2021

Set high in the Himalayas, Darjeeling is cherished by connoisseurs for yielding teas of extraordinary aromatic depth. The Lingia garden is planted with pure China leaf of the Black China variety which is genetically closest to the rose bush. While cultivar selection is a factor, the real complexity of Darjeeling teas is to be explored in the diversity of terrain in the gardens. The weather created by this expansive mountain range creates varying microclimates and each garden has a signature aroma profile. The Lingia garden is well-known for its floral notes. The eagerly anticipated First Flush harvest in March-April produces teas with a brilliant golden infusion that captures the essence of spring. This lot from the Lingia garden is sublime with hints of orchid, lilac and Concord grape.","Organic black tea",NA,"null","/product/image/medium/olgaffex221100-rp_darjeelingfirstflushlingiaex2-looseleaf-sana.png","$40.00","Darjeeling First Flush Lingia EX2","Garden Direct Organic Black Tea",NA,NA,NA,"Lingia Garden, Darjeeling, India",NA,NA,NA,"Darjeeling First Flush Lingia EX2","https://rishi-tea.com/garden-direct-seasonal-tea/lingia-darjeeling-first-flush-ex2?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"648","1636391217-455","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","Tuberose, champagne grapes, slight Muscatel, orchid and jasmine with fruity confection notes and good tannin to balance","Origin: Marybong Garden, Darjeeling, India
Cultivar: Original China Bush
Elevation: 1,450m
Harvest: March 24, 2021

Set high in the Himalayas, Darjeeling is cherished by connoisseurs for yielding teas of extraordinary aromatic depth. The Marybong Garden is over 130 years old, situated in a misty valley with sublime views of the looming, snowcapped Himalayas. The range in elevation, the pitch of the slope and the amount of sun exposure leads to distinctive aroma and flavor characteristics in the tea bushes. The eagerly anticipated First Flush harvest in March-April produces teas with a brilliant golden infusion that captures the essence of spring. In this lot from the Marybong Garden in the Golden Valley, we taste tuberose, champagne grapes, slight Muscatel, orchid and jasmine with fruity confection notes and good tannin to balance.","Organic black tea",NA,"null","/product/image/medium/ombffdj721100-rp_darjeelingfirstflushmarybongdj7-looseleaf-sana.jpg.png","$38.00","Darjeeling First Flush Marybong DJ7","Garden Direct Organic Black Tea",NA,NA,NA,"Marybong Garden, Darjeeling, India",NA,NA,NA,"Darjeeling First Flush Marybong DJ7","https://rishi-tea.com/garden-direct-seasonal-tea/marybong-darjeeling-first-flush-dj7?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"649","1636391194-447","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"null","null","null","null",NA,"null","null","$0.00","Gaba Hong Cha, Bulk-GD21","",NA,NA,NA,"null",NA,NA,NA,"Gaba Hong Cha, Bulk-GD21","https://rishi-tea.com/gaba-hong-cha-bulk-gd21-gabahc--bk?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"650","1636391223-457","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Decadent cacao and creamy sarsaparilla with rich coconut and bittersweet dandelion root.","An enticing, chocolatey blend combining strong black tea, dark cocoa shells and nibs with creamy coconut and sarsaparilla for a rich, decadent cup. Designed to be infused straight like tea, or add milk and brew like traditional chai.","Organic black tea, organic coconut flakes, organic cinnamon, organic cocoa shells, organic sarsaparilla root, organic licorice root, organic cocoa nibs, organic roasted dandelion root, organic cloves, natural chocolate flavor",NA,"5 minutes","/product/image/medium/ocmc-sana_chocolate-chai-organic-loose-leaf-black-tea-blend.jpg","$16.00","Chocolate Chai","Organic Black Tea Blend",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Chocolate Chai","https://rishi-tea.com/chocolate-chai?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"651","1636391162-437","https://rishi-tea.com/black-tea-organic-loose-leaf/?count=29",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","Exotic tulsi and cardamom create mystical high notes that perfectly complement grounding black tea and sarsaparilla.","Tulsi, also known as the """"Queen of Herbs,"""" is renowned for its calming effect, offering cognitive and memory enhancement. A great pairing with cardamom, or as it is similarly nicknamed, """"Queen of Spices,"""" is prized for many applications including anti-inflammatory properties. Along with invigorating cinnamon, spiced sarsaparilla, sweet licorice root, uplifting peppermint and brisk Darjeeling, Tulsi Chai is a potent blend perfect for chai season with a special herbal twist.

Learn more about Tulsi - The Queen of Herbs.","Organic black tea, organic cinnamon, organic sarsaparilla root, organic cardamom, organic tulsi, organic licorice root, organic peppermint.",NA,"5 minutes","/product/image/medium/otc-sana_tulsichai-looseleaftea-sana.jpg","$36.00","Tulsi Chai","Organic Chai Tea",NA,NA,NA,"Rishi Herb Lab",NA,NA,NA,"Tulsi Chai","https://rishi-tea.com/chai-tea-concentrates-organic/tulsi-chai?returnurl=%2fblack-tea-organic-loose-leaf%2f%3fcount%3d29",NA,NA,NA
"652","1636392328-533","https://rishi-tea.com/pure-botanicals/?count=15",NA,NA,"Caffeine
    
        
            
                
                    
                        
                            
                            
                        
                        None
                    
                
                
                    
                        
                            
                            
                        
                        Low
                    
                
            
            
                
                    
                        
                            
                            
                        
                        Medium
                    
                
                
                    
                        
                            
                            
                        
                        High","sweet, earthy, pungent camphor notes with a smooth mouthfeel","Licorice root is typically produced in the Middle East where it originates, Southern Europe, parts of Asia, and even western regions of Northeast China. Used as a pairing herb in Traditional Chinese Medicine, licorice root, or Gan cao 甘草, is considered to be neutral in nature and is used in almost two-thirds of classical formulas in herb blending. The component of licorice root that seems to be the active healer is known as glycyrrhizic acid which gives licorice root its sweet taste.","Organic licorice root",NA,"5 minutes","/product/image/medium/olrcs-sana_licoriceroot-looseleaf-sana.png","$15.00","Licorice Root","Organic Caffeine-Free Pure Botanical",NA,NA,NA,"Uzbekistan",NA,NA,NA,"Licorice Root","https://rishi-tea.com/pure-botanicals/licorice-root-organic?returnurl=%2fpure-botanicals%2f%3fcount%3d15",NA,NA,NA
